"genes" "logFC" "logCPM" "PValue" "FDR"
"AT3G03530" -2.77878366246124 -0.756128330090714 0.000103607823602542 0.00375723490226656
"AT2G19910" -1.0775856102222 2.22290638528617 0.000104007715879213 0.003768158101104
"AT3G14640" 1.92551121114099 -0.0227527916542858 0.000104190913851638 0.00377121728562907
"AT3G27980" -1.47339835106902 0.801513503790758 0.000104314829260599 0.00377212696036481
"AT3G15358" -1.25318483986642 1.48116242061901 0.000104815287101604 0.00378663817716354
"AT4G11290" -1.48701282310464 0.758852602662177 0.000106441988187877 0.00384177104058817
"AT2G21187" -1.18955242859108 1.69964351654057 0.000107960485804541 0.00388922557635114
"AT5G52030" -1.53392385904989 0.622736790366004 0.000112165865253475 0.00402931865528618
"AT5G06330" -1.37245587337703 1.00964638681948 0.000114068397425596 0.00409368843317456
"AT5G48540" 1.18754420383643 1.66470705755187 0.000115017134650149 0.00411412390936897
"AT4G00400" -1.57148384060258 0.524292550556111 0.000115065320672656 0.00411412390936897
"AT2G18380" -1.2647427393657 1.40019901292164 0.000115285784851425 0.00411815058965061
"AT5G64110" 1.05783400911586 2.28993230664215 0.000115581532692746 0.00412485645551888
"AT5G27360" -1.79097878697127 0.223678980359962 0.000115850183707657 0.0041267305177804
"AT4G12090" -1.07827225879518 2.15872063240192 0.000116312519637751 0.00413933818722009
"AT5G03350" 1.41902915359743 0.977083736042389 0.000117311159562749 0.00416587973214917
"AT4G10120" -1.061677981204 2.24355244492133 0.000125654042934103 0.00441803777840622
"AT1G66783" -3.00990560524655 -0.931577561261649 0.000126105104192335 0.00442596462195635
"AT4G15490" -1.42956920255618 0.869785761765038 0.000127340643411376 0.0044570392385947
"AT5G27930" -1.42956920255618 0.869785761765038 0.000127340643411376 0.0044570392385947
"AT4G08285" 1.14224625918626 1.86972266947251 0.000129103009697125 0.0045063322927737
"AT5G41400" -1.19602752025177 1.63033626749823 0.000140400120512569 0.00487392636535723
"AT1G48930" -2.01240251644001 -0.157258375549884 0.000142624440748329 0.00493320370870986
"AT3G01795" -2.01240251644001 -0.157258375549884 0.000142624440748329 0.00493320370870986
"AT3G27630" 3.95096757040171 -1.38000163239742 0.00014281934376765 0.00493547462544026
"AT5G25470" 3.25272683434396 -1.1490800676599 0.000143700813095602 0.00495696409111892
"AT3G45760" -1.1653568206587 1.70696410308219 0.000144189210382408 0.00496932237153666
"AT4G23493" 1.01217480606208 2.42187307168186 0.000150780038065542 0.00518710498519892
"AT5G26090" -1.84394496260563 0.0691028006831613 0.00015654225320099 0.00536599863620556
"AT1G05023" -1.39994840029446 0.896130865742964 0.000157240712325195 0.00538510658372188
"AT1G62920" -1.41023561252405 0.856217411671025 0.000162185132053831 0.00554946366721111
"AT1G62670" -1.28233387761634 1.18064116440573 0.00017883414360049 0.00606479627666814
"AT1G16410" -6.85160272718114 -1.71764604492198 0.000186999971580215 0.00623370656871065
"AT3G01660" -6.85160272718114 -1.71764604492198 0.000186999971580215 0.00623370656871065
"AT4G03380" -6.85160272718114 -1.71764604492198 0.000186999971580215 0.00623370656871065
"AT5G50290" -6.85160272718114 -1.71764604492198 0.000186999971580215 0.00623370656871065
"AT5G66390" -6.85160272718114 -1.71764604492198 0.000186999971580215 0.00623370656871065
"AT1G02190" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT1G13620" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT1G73700" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT2G00920" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT3G62040" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT4G36280" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT5G20740" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT5G39130" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"ArthCt096" 6.78943678562164 -1.73278602501283 0.000186999971580215 0.00623370656871065
"AT2G07680" -1.21703963636651 1.42738071218834 0.000187417543955895 0.00623408217203816
"AT2G38090" -1.21703963636651 1.42738071218834 0.000187417543955895 0.00623408217203816
"AT5G67210" -1.24868637197102 1.29442188661013 0.000187876785479524 0.00624391899940913
"AT5G35575" 1.39745699056752 0.914879646147288 0.000192397924849917 0.00638306442946909
"AT4G33800" 1.31278237849337 1.11720968869392 0.000192717342406495 0.00638811149056806
"AT4G12980" -2.51804616243086 -0.676198344471283 0.000200836690683118 0.00662275463767318
"AT3G46070" 1.26394921403717 1.23451142542501 0.000202943914890899 0.00668070373622748
"AT1G05503" -1.97504647416981 -0.184976692562103 0.000205847644577022 0.00675881182787462
"AT1G49320" 2.82622860971584 -0.997126049526288 0.000206995604744213 0.00678483619121248
"AT3G05620" -1.9129670124025 -0.104018603572105 0.000212314341019341 0.00692943198817484
"AT3G02980" -1.05285424051634 2.09133262901393 0.000213247987016551 0.00694802698994368
"AT2G32860" 1.42241640832348 0.781335484099378 0.000213665190220201 0.00695568538256488
"AT4G15330" -1.58642396609362 0.323903445244433 0.000214124411357742 0.00696469742087456
"AT3G30580" 1.18794068430328 1.44388628697752 0.000216040574031181 0.00701507258499546
"AT1G50090" -1.85899658283237 -0.0273615734184779 0.000216503220489776 0.00702412232593252
"AT3G50980" 1.63027368919799 0.264934975696408 0.000216832256076859 0.00702882557771728
"AT1G58390" 1.66621163369737 0.203538026441025 0.000218654138793636 0.00707587029150322
"AT5G10170" -1.76965651752702 0.114722709104246 0.000219376574791967 0.0070932378365843
"AT5G48130" -1.01643670126509 2.28885709839949 0.000219906870920059 0.00710436867424143
"AT1G56150" 1.1191125952321 1.71734719542278 0.000223570894127374 0.00719837956420565
"AT4G20700" 1.23546527877129 1.28489530575925 0.000228125629540025 0.00732034057950875
"AT1G55755" -1.06147506277889 1.99053814235242 0.000230030604647162 0.00736290751806916
"AT5G07322" -1.32605021544313 0.934561353844608 0.000233413521571614 0.00745868513366834
"unknown_gene_129" -3.30413691138204 -1.18608745182757 0.000243750635406931 0.00775009305882519
"AT1G52130" -1.02104082836584 2.18534104152789 0.000245223183189383 0.00778395051809623
"AT2G35550" -1.24173635712175 1.22287010066725 0.000247671927617141 0.00784863089459598
"AT2G22730" -1.28210283461392 1.06854590018023 0.000247953547532357 0.00785103993869865
"AT3G18660" -3.98711935124891 -1.42758360391724 0.000252789258538808 0.00795796424283835
"AT4G25820" -3.98711935124891 -1.42758360391724 0.000252789258538808 0.00795796424283835
"AT1G68795" 3.86910318884073 -1.44377038991463 0.000252789258538808 0.00795796424283835
"AT2G42065" -2.18915690117329 -0.493501165831851 0.000254748440060683 0.00799985520736615
"AT5G21222" 1.03925479173181 2.11229851131559 0.000257007636106804 0.00804573748204128
"AT2G17270" -1.37077336033462 0.82869411280529 0.000262323401483324 0.00820399787800344
"AT4G03610" -2.66827261787157 -0.841623371908294 0.00026451732169126 0.00825908294857109
"AT5G38070" -2.66827261787157 -0.841623371908294 0.00026451732169126 0.00825908294857109
"AT5G11460" 1.2149980049385 1.3046337289429 0.000265216091576467 0.00827413535370831
"AT2G07687" 1.56585886598597 0.4523794728883 0.000267908167973586 0.00835129902223622
"AT1G55390" 2.04993165511108 -0.350123228703708 0.000273435941514631 0.00849587051479064
"AT4G35380" 1.03323623836984 2.07285672473696 0.000275803614957921 0.00856246897624647
"AT1G58889" 1.07727075141728 1.88983191987074 0.000276518413794885 0.00857768655497277
"AT1G78350" 1.22112820583931 1.27509433072815 0.000276795331045809 0.00857930723321045
"AT4G27700" -1.25492253145056 1.12549609681677 0.000281255462720805 0.0086826617416018
"AT5G02140" -1.25492253145056 1.12549609681677 0.000281255462720805 0.0086826617416018
"AT1G09715" 1.18469890786074 1.38067740863956 0.000281266762016483 0.0086826617416018
"AT1G18400" -1.53637339174271 0.362220802386543 0.000282515805997995 0.00871417493363445
"AT3G28770" -1.39108007122278 0.743747384599187 0.000283508499555639 0.00873068997099326
"AT1G64710" -1.0057594678152 2.20652721202904 0.000291456436066687 0.00892129860828211
"AT1G12880" -1.02726567157997 2.1082121055044 0.000291567083830097 0.00892129860828211
"AT2G19960" 1.43515448083011 0.679949398589325 0.000294642739552559 0.00898660355635306
"AT3G50625" 1.06582458929934 1.90284647909489 0.000306246992084187 0.00931078633736206
"AT4G18780" -2.46581106553649 -0.716020920215288 0.000313332900528413 0.00949597630125237
"AT2G21185" -1.07229023348096 1.75770655995051 0.000314949517803227 0.00953740070327837
"AT4G13554" -1.44099786071562 0.557202135868664 0.000329839415957674 0.00991108409532656
"AT3G54510" 1.02801910293694 2.01453923247572 0.00035080880912778 0.0104341519849374
"AT4G04540" -1.20707761197293 1.23306198280612 0.000351310005885265 0.0104341519849374
"AT5G00815" -6.74564813669149 -1.80053508500366 0.00035248667209368 0.0104341519849374
"AT5G09480" -6.74564813669149 -1.80053508500366 0.00035248667209368 0.0104341519849374
"AT1G04187" 6.68352447817079 -1.81484020794893 0.00035248667209368 0.0104341519849374
"AT1G51900" 6.68352447817079 -1.81484020794893 0.00035248667209368 0.0104341519849374
"AT1G78090" 6.68352447817079 -1.81484020794893 0.00035248667209368 0.0104341519849374
"AT5G20710" 6.68352447817079 -1.81484020794893 0.00035248667209368 0.0104341519849374
"AT5G23370" 6.68352447817079 -1.81484020794893 0.00035248667209368 0.0104341519849374
"AT5G39820" 6.68352447817079 -1.81484020794893 0.00035248667209368 0.0104341519849374
"AT5G46060" 6.68352447817079 -1.81484020794893 0.00035248667209368 0.0104341519849374
"AT5G56780" -1.47215774542805 0.454032709547263 0.000354190204355848 0.0104521693535799
"AT2G07751" 1.08647786561389 1.69548277878526 0.000356973227725807 0.0105261619103766
"AT5G38000" -1.24271231856412 1.07988998904309 0.000362154891313232 0.0106467523305097
"AT5G13150" 1.00572712986865 2.09013678749042 0.000374849669699852 0.010985425546553
"AT1G62560" -1.50895651869006 0.342917503825197 0.000378252331360739 0.011076643807777
"AT5G40720" -1.0031199329034 2.14159564331852 0.000379267817284523 0.0110808881949708
"AT5G24655" -2.14204012485594 -0.528544594127527 0.000382556368193707 0.0111598911198204
"AT1G47980" 2.11068583098727 -0.478175767680424 0.000382556368193707 0.0111598911198204
"AT4G01780" 1.1530750454885 1.39010704354774 0.000386609874682747 0.0112695302859812
"AT1G75690" 1.18646493579952 1.28523384260555 0.000387716976338062 0.0112845735201564
"AT2G03505" -1.39159071227224 0.637720581297831 0.000395594983418321 0.0115050952298644
"AT3G23190" -1.32207463550355 0.842092641882165 0.000403177265166621 0.0116988807352983
"AT1G69080" -2.04537331963746 -0.426597425008067 0.000404159885334655 0.011718488520417
"AT3G50770" -1.67099058520217 0.136703045799584 0.000410332876762079 0.0118614468069922
"AT3G17640" -3.23059769129437 -1.24302889239536 0.000413430242382602 0.0119329155220121
"AT1G04047" -1.0151501203966 1.99629350632135 0.000415902735048558 0.0119861598796711
"AT5G08000" 1.64493961812834 0.0954227316366499 0.000418716428757397 0.0120581489807918
"AT2G04205" -1.22141761661187 1.10268575532666 0.000424717136644356 0.0121850102027809
"AT2G42820" -1.89730103217897 -0.242051329739285 0.00042676175973049 0.0122069846869427
"AT4G34930" -1.89730103217897 -0.242051329739285 0.00042676175973049 0.0122069846869427
"AT2G03500" -1.78881665080541 -0.0784463442119944 0.000429203400361684 0.0122584600196045
"AT5G18633" 1.73438736158507 -0.0465631505810985 0.000429203400361684 0.0122584600196045
"AT2G20180" -1.16850945803 1.30378419488358 0.000445836405689808 0.0126619577375535
"AT3G58550" -3.90030032775436 -1.49508737732741 0.000447975323740871 0.0126901971160007
"AT4G36610" -3.90030032775436 -1.49508737732741 0.000447975323740871 0.0126901971160007
"AT5G53250" 3.78231255261767 -1.51051121115493 0.000447975323740871 0.0126901971160007
"AT3G52900" -1.43091995921719 0.489078664310357 0.000448896488894648 0.0127068653261164
"AT1G79780" 1.05137372331313 1.83039378673261 0.000458966745650935 0.0129535137837595
"AT2G35310" -1.04971417430279 1.69856651602353 0.000464816250545681 0.0130799361410003
"AT2G16050" -1.12980201779037 1.45374824312407 0.000476955082884755 0.0134017710044424
"AT1G77400" -1.07291421217701 1.66833723192247 0.000486338682922346 0.0136109184555714
"AT1G12290" 1.06430390486762 1.68071939401036 0.000486338682922346 0.0136109184555714
"AT2G09525" -1.46285453816522 0.380735928457556 0.000486585767955427 0.0136109184555714
"AT2G31420" 1.3921677133396 0.649890283564599 0.000486893484793133 0.0136109184555714
"AT4G06795" 2.2880012110445 -0.77452809327762 0.000488103797966639 0.0136248038224811
"AT4G06800" 2.2880012110445 -0.77452809327762 0.000488103797966639 0.0136248038224811
"AT3G21710" -1.00495268655825 1.97152346889362 0.00049414986713535 0.0137533577452117
"AT5G45580" 1.05479125025778 1.7891906440896 0.000500745221591613 0.0139267713268007
"AT2G41950" -1.15166782847117 1.32332163776368 0.0005103791749286 0.0141387759874003
"AT1G06833" -1.36855217671333 0.621781596769786 0.000510589537700335 0.0141387759874003
"AT1G29380" -1.003403394325 1.9336707753348 0.000537454065940554 0.0147928526027992
"AT1G17600" 2.18753001128054 -0.618739430205542 0.000538083912043369 0.0147928526027992
"AT3G16300" 2.13712984220773 -0.655933650689617 0.000538083912043369 0.0147928526027992
"AT5G63710" -1.11526221478129 1.47136666536259 0.000539089304226874 0.0148098303389981
"AT4G17483" -1.09975429625964 1.5400556509286 0.00055018327063567 0.0150712326918893
"AT1G04425" -1.13388196379723 1.37119792393936 0.000552917290831 0.0151136003347692
"AT3G55290" -2.81830492969447 -1.07941157614685 0.000556462411868803 0.015176681744808
"AT5G06465" -2.81830492969447 -1.07941157614685 0.000556462411868803 0.015176681744808
"AT3G17220" -1.15557212335226 1.26355206620161 0.000565006359102816 0.0153670461742878
"AT1G55230" -2.09333246571611 -0.564453508016751 0.000573440354785902 0.0155190598071258
"AT2G26130" -2.09333246571611 -0.564453508016751 0.000573440354785902 0.0155190598071258
"AT1G53542" 1.2748697729541 0.876895865693441 0.000576244242152491 0.015571812291472
"AT3G59060" -1.67262615151658 0.0448081836092129 0.000577020750862432 0.015571812291472
"AT5G39080" 1.61331952192984 0.0729111997159864 0.000577020750862432 0.015571812291472
"AT2G13130" -1.13535453922118 1.34259752391493 0.000581778058876632 0.015666979517816
"AT3G49620" 1.01617583012131 1.89031290328947 0.000585975316739233 0.0157577841162002
"AT2G40160" -1.11731933198927 1.41753558339275 0.000595710399001296 0.0159111085866836
"AT1G53885" -1.99974678230674 -0.460038112305776 0.000596260314972615 0.0159111085866836
"AT1G58370" -1.99974678230674 -0.460038112305776 0.000596260314972615 0.0159111085866836
"AT1G47920" 1.96536062103936 -0.412357269993543 0.000596260314972615 0.0159111085866836
"AT3G51600" 1.96536062103936 -0.412357269993543 0.000596260314972615 0.0159111085866836
"AT3G21520" -1.18406682954764 1.11376360212595 0.000605452478563083 0.0161087239923189
"AT4G13990" -1.01760847188073 1.76447804345169 0.000605775091734405 0.0161087239923189
"AT3G23440" 1.28516869787426 0.837016505421661 0.000607741849972898 0.0161497775108317
"AT2G24980" -1.92219710577889 -0.362667699102766 0.000608708645912544 0.016152987041568
"AT3G18775" -1.92219710577889 -0.362667699102766 0.000608708645912544 0.016152987041568
"AT5G52680" -1.80084875213247 -0.185657913765138 0.000610301223220267 0.0161840017429786
"AT1G66700" 1.81224093881192 -0.231844731155101 0.000612799335442357 0.0162389697593351
"AT2G42350" 1.16749498534806 1.20419328822434 0.000627582806368583 0.0165503294502698
"AT4G08245" 1.06560238000194 1.53056179617672 0.000647982233331255 0.0169362419999913
"AT5G22310" -1.01620054501524 1.72069633491483 0.000665298867677657 0.0172032162440959
"AT1G12560" -6.63129082712385 -1.88844010404072 0.000667206915034465 0.0172032162440959
"AT1G54930" -6.63129082712385 -1.88844010404072 0.000667206915034465 0.0172032162440959
"AT2G28315" -6.63129082712385 -1.88844010404072 0.000667206915034465 0.0172032162440959
"AT3G05858" -6.63129082712385 -1.88844010404072 0.000667206915034465 0.0172032162440959
"AT4G03290" -6.63129082712385 -1.88844010404072 0.000667206915034465 0.0172032162440959
"AT1G08465" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT1G15625" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT1G43590" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT1G55240" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT1G64400" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT1G09803" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT3G45410" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT4G06385" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT4G26050" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT5G39160" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT5G00660" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT5G58080" 6.56921642616416 -1.9018805571803 0.000667206915034465 0.0172032162440959
"AT4G31610" -2.54858889400376 -0.932461687802218 0.000672115982917512 0.0172831117331233
"AT5G43068" -2.54858889400376 -0.932461687802218 0.000672115982917512 0.0172831117331233
"AT2G26695" -1.45250837131814 0.303524024002442 0.000674911319765306 0.0173200024573642
"AT1G70460" 1.02888998426898 1.68099088488752 0.000732817751221764 0.0186555857654362
"AT1G19160" -1.12195794156016 1.3034481287887 0.000734828908271154 0.0186893414202542
"AT5G43350" -1.57864263473664 0.158349197531106 0.000735122579301888 0.0186893414202542
"AT1G04077" -2.35530002094682 -0.799095508157008 0.000758987413454117 0.0192320460319568
"AT1G09750" 2.23169974070877 -0.816048282437179 0.000758987413454117 0.0192320460319568
"AT3G13590" -1.37950196028527 0.453515404860092 0.000770034854062651 0.0194732125412162
"AT4G19030" -1.37950196028527 0.453515404860092 0.000770034854062651 0.0194732125412162
"AT4G04890" 1.09817537962524 1.35332166721712 0.000788310493989928 0.019869587144224
"AT1G52910" 1.58099083663325 0.0500401926414019 0.000793691918518127 0.019937153365026
"AT3G07105" -3.80792023632844 -1.56587932568159 0.000794617788386174 0.019937153365026
"AT1G67856" 3.68996460215214 -1.58051477662957 0.000794617788386174 0.019937153365026
"AT3G22060" 3.68996460215214 -1.58051477662957 0.000794617788386174 0.019937153365026
"AT4G08710" 3.68996460215214 -1.58051477662957 0.000794617788386174 0.019937153365026
"AT5G00370" 3.68996460215214 -1.58051477662957 0.000794617788386174 0.019937153365026
"AT2G35950" -1.31225070637759 0.637246545728989 0.000800375814491012 0.0200545609266101
"AT1G23560" 1.03691904987209 1.56371319151151 0.00080752140006206 0.0201938521170726
"AT1G13790" -2.20877802547212 -0.67701314641584 0.00081956584483224 0.0204281601506292
"AT5G03640" -2.20877802547212 -0.67701314641584 0.00081956584483224 0.0204281601506292
"AT1G70210" -1.67450859879878 -0.0533254557566318 0.000820645618742998 0.0204417309832486
"AT5G38010" -1.71504747154221 -0.131392113116094 0.000844689381446047 0.0209314138351063
"AT1G33615" -1.32134112021433 0.589369010109107 0.000847043576856057 0.0209500775520978
"AT5G66110" -1.32134112021433 0.589369010109107 0.000847043576856057 0.0209500775520978
"AT4G10580" 1.28706473369345 0.739588878252093 0.000855913257594848 0.0211285605492085
"AT2G25625" -1.76145239114846 -0.213922670897688 0.000864432788052265 0.0212688340493323
"AT3G08675" -1.95263000598939 -0.494265987614494 0.000877812089709171 0.0215245748060162
"AT3G29410" 1.92114030367272 -0.444518990437103 0.000877812089709171 0.0215245748060162
"AT5G25160" -1.81512613133134 -0.301458598986368 0.000878105095587975 0.0215245748060162
"AT4G30460" 1.84075611795712 -0.349401879894953 0.000883481012674742 0.0216121754964751
"AT1G52343" -1.06097757934149 1.51434263563728 0.000896942952597828 0.0219065074021176
"AT5G44400" 1.29890666263948 0.695664155806519 0.00090795768883457 0.0221303553829414
"AT1G60095" -2.74833315115192 -1.13222973698977 0.000910749450815798 0.0221656332242524
"AT2G28105" -1.03689997423904 1.62120639973737 0.000943825285411949 0.0228685992060537
"AT2G07870" 1.24570937815368 0.810093480684643 0.00095510200996777 0.0230394980117683
"AT2G25810" 1.25555011863787 0.76829370259651 0.0010152400939821 0.0242686728622715
"AT4G38775" 1.1802220438956 1.02661341857514 0.00101686158748323 0.0242686728622715
"AT5G66490" -1.15430836916647 1.02029227995801 0.00101686158748323 0.0242686728622715
"AT3G44610" 1.01630745413494 1.69602114282741 0.00103490460870749 0.0246530676157854
"AT3G12830" 1.514616897712 0.0960267510425585 0.00104138009570387 0.0247515549006621
"AT3G51410" 1.514616897712 0.0960267510425585 0.00104138009570387 0.0247515549006621
"AT5G28500" -1.03600327698043 1.57277732207211 0.00104919800385464 0.0249158426462644
"AT3G15680" -1.2049932534375 0.894880062980471 0.00105352576831245 0.0249720266845308
"AT4G28840" -1.2049932534375 0.894880062980471 0.00105352576831245 0.0249720266845308
"AT5G41280" -1.2049932534375 0.894880062980471 0.00105352576831245 0.0249720266845308
"AT5G44580" 1.43839183093378 0.362507256379912 0.00106591771551237 0.0252187942283489
"AT3G16920" -2.48480532211811 -0.98010145967567 0.00106861204299967 0.0252374548539975
"AT5G17780" 2.36161814336417 -0.996230744060266 0.00106861204299967 0.0252374548539975
"AT2G32300" -3.07121799359773 -1.36407320952867 0.00118753353409364 0.0276614297470935
"AT5G57785" -3.07121799359773 -1.36407320952867 0.00118753353409364 0.0276614297470935
"AT3G48390" -1.07592846430419 1.30311201776029 0.00118799415453919 0.0276614297470935
"AT3G15900" -1.72094993976218 -0.242747803309116 0.00122164958322665 0.0283069848210515
"AT5G61340" -1.72094993976218 -0.242747803309116 0.00122164958322665 0.0283069848210515
"AT1G53541" 1.28925954458605 0.635093863756673 0.00122607680870808 0.028392340216693
"AT2G34850" 2.03071845054473 -0.73335318486278 0.00124544435353228 0.0287362767879056
"AT5G06940" 1.0330868437194 1.42722646647912 0.00124833875621567 0.0287856665125915
"AT1G11440" -1.06076452124657 1.35164862683574 0.00125636462506543 0.0289183481451165
"AT1G32450" -6.5070823526734 -1.98200781061976 0.00126829422587632 0.0289486451340785
"AT2G41970" -6.5070823526734 -1.98200781061976 0.00126829422587632 0.0289486451340785
"AT4G13900" -6.5070823526734 -1.98200781061976 0.00126829422587632 0.0289486451340785
"AT4G15210" -6.5070823526734 -1.98200781061976 0.00126829422587632 0.0289486451340785
"AT5G01320" -6.5070823526734 -1.98200781061976 0.00126829422587632 0.0289486451340785
"AT5G39493" -6.5070823526734 -1.98200781061976 0.00126829422587632 0.0289486451340785
"AT5G63625" -6.5070823526734 -1.98200781061976 0.00126829422587632 0.0289486451340785
"AT1G08865" 6.44506606456707 -1.99455215641304 0.00126829422587632 0.0289486451340785
"AT1G39110" 6.44506606456707 -1.99455215641304 0.00126829422587632 0.0289486451340785
"AT1G08733" 6.44506606456707 -1.99455215641304 0.00126829422587632 0.0289486451340785
"AT3G48240" 6.44506606456707 -1.99455215641304 0.00126829422587632 0.0289486451340785
"AT3G53980" 6.44506606456707 -1.99455215641304 0.00126829422587632 0.0289486451340785
"AT4G26150" 6.44506606456707 -1.99455215641304 0.00126829422587632 0.0289486451340785
"AT1G52230" -1.02260627922583 1.53946606266574 0.00129586413603872 0.0294546832730802
"AT5G59100" 1.30214965900814 0.587812423417419 0.00130803057332304 0.029660603012419
"AT2G31470" 1.16886627493803 0.978677033184786 0.00132841903511919 0.0300515457790648
"AT3G21330" -1.11462823921873 1.06740205058246 0.0013393867791907 0.0302817190942427
"AT5G48060" -1.07651101678026 1.24248701642058 0.00134041043170507 0.0302869306183963
"AT5G01775" 1.24470903078459 0.710758685234045 0.00136121418215465 0.0306481867687249
"AT1G73270" -1.33753631354021 0.361141368224604 0.0013979789255396 0.0313649960344624
"AT3G49900" -1.33753631354021 0.361141368224604 0.0013979789255396 0.0313649960344624
"AT5G00925" 1.03693421850043 1.37247789035338 0.00140418236926505 0.0314671995027907
"AT1G66550" -3.7092176121106 -1.64029622885239 0.00141036427163769 0.0315501875083521
"AT3G45860" -3.7092176121106 -1.64029622885239 0.00141036427163769 0.0315501875083521
"AT3G06025" 3.59129866982728 -1.65411657389087 0.00141036427163769 0.0315501875083521
"AT3G13275" 1.4822882124154 0.0735210345580402 0.00141481593246447 0.0315942463140866
"AT4G14368" 1.4822882124154 0.0735210345580402 0.00141481593246447 0.0315942463140866
"AT3G06495" -1.07682199896571 1.2111922243705 0.00142613161461018 0.0317911627761262
"AT4G39210" 1.13971959250931 1.03864185100902 0.00142836192769659 0.0318223037170491
"AT2G08960" 1.25526974003072 0.665930346625413 0.00145512199224897 0.0323241933659216
"AT5G06850" -1.03289603065478 1.41690419359763 0.00147307362472136 0.0326701760652197
"AT1G11570" -2.67479393106425 -1.1870389438102 0.00148806775322852 0.0329601828450024
"AT1G78410" 1.43361995944863 0.285760309430344 0.00148959797336337 0.0329749496874515
"AT1G57980" -1.56859629134794 -0.0286402043359234 0.00149234989786638 0.0330028952127653
"AT2G31560" -1.28060321344308 0.50552948726917 0.00149258890777892 0.0330028952127653
"AT2G17620" -1.09589557612597 1.09039123757627 0.00152558142927414 0.0335779516727251
"AT3G15800" -1.36346568003045 0.242356047946741 0.00158738589803866 0.0347767744707426
"AT1G49490" -1.28932076492431 0.452998036332347 0.00159635841606068 0.0349332621637211
"AT1G73370" -1.28932076492431 0.452998036332347 0.00159635841606068 0.0349332621637211
"AT4G35985" 1.06346512517942 1.23590264570217 0.00160508065331542 0.0350638500157338
"AT2G02320" -1.06059098443512 1.23201417236005 0.00160508065331542 0.0350638500157338
"AT1G58590" -1.63730202955137 -0.186339178870551 0.00164800511295093 0.0358784054978016
"AT1G13610" 1.39797978313531 0.183835090089646 0.00169143327477366 0.0366317632958587
"AT3G00400" -2.41807082147372 -1.02935485108081 0.00169524217991273 0.0366560123907969
"AT1G19200" -1.0976148825284 1.01990135775911 0.001741559408859 0.0375088480466384
"AT2G38870" 1.13789877554574 0.916524672626392 0.00174498546779571 0.0375614515632733
"AT5G26330" -1.72798638848975 -0.363396761717141 0.00179022982299 0.0384486591792442
"unknown_gene_133" -1.48161226872619 0.0905733088003073 0.00180167887822055 0.0386510728335562
"AT2G10931" -1.00656032213574 1.4528199537717 0.00180858960304868 0.03875578147139
"AT1G58310" -2.23561629707902 -0.887204999843816 0.00182282789649515 0.0389546903082794
"AT2G04190" 2.11204300020747 -0.902886295507263 0.00182282789649515 0.0389546903082794
"AT3G20460" -1.30903617751792 0.341828597284546 0.00182997614358826 0.0390606310894697
"AT2G44010" -1.20583931471459 0.66768222090613 0.00183786854895546 0.0392071778829125
"AT2G40113" -1.78522610837053 -0.460793675944993 0.00184760153602397 0.0392926546892012
"AT5G47590" -1.78522610837053 -0.460793675944993 0.00184760153602397 0.0392926546892012
"AT3G57770" -1.17131294074004 0.785523958040135 0.0018629053157441 0.0395205013261135
"AT4G35970" -1.14222208002398 0.894463015097979 0.00187014618301389 0.0396520833673338
"AT4G00460" -2.09826698088245 -0.757801663229502 0.00188766914465195 0.0399091720777156
"AT1G10710" -1.85351260813936 -0.56523756842114 0.00188854223915655 0.0399091720777156
"AT4G25490" 1.82841318997748 -0.511094784970641 0.00188854223915655 0.0399091720777156
"AT1G61450" -1.21085307987717 0.620826153573535 0.00197446551307829 0.0414268901551689
