"genes" "logFC" "logCPM" "PValue" "FDR"
"AT1G62290" 1.33449642836747 5.94037520461449 4.18908005379098e-10 5.38711116871541e-08
"AT5G04980" -1.94288082054344 1.8682716681524 4.18994400332184e-10 5.38711116871541e-08
"AT1G21680" -1.30638581571511 7.87560527038031 4.23016908570501e-10 5.42057841297756e-08
"AT5G58010" -8.16601600432925 -0.595713288026984 4.2676748074656e-10 5.45034883604955e-08
"AT1G17170" -1.32115102806926 6.49528276887435 4.31914135462011e-10 5.48348752047239e-08
"AT4G23670" -1.478049030543 3.74266058103706 4.32234259587856e-10 5.48348752047239e-08
"AT4G36410" -1.57351802988956 3.07619791185485 5.00546728138073e-10 6.32909846380147e-08
"AT5G18130" -1.37638734345352 4.79691205643874 5.72563923216804e-10 7.20720652424778e-08
"AT2G14080" -1.87148822474068 1.99022090924084 5.73768078188688e-10 7.20720652424778e-08
"AT5G09660" -2.08069858891321 1.49513423714613 5.84001877312035e-10 7.31170350394669e-08
"AT3G03105" -1.42097374823423 4.12270043751847 6.06489167332286e-10 7.56842985089891e-08
"AT1G34140" -2.98354585224828 0.47807018835623 6.09297857875443e-10 7.57871270385397e-08
"AT5G58350" -1.34171830368187 5.37315534044867 6.27114400487403e-10 7.77499691461428e-08
"AT1G05610" -8.1243435548679 -0.633415990812908 7.42891540558818e-10 9.12156153304791e-08
"AT4G03565" -8.1243435548679 -0.633415990812908 7.42891540558818e-10 9.12156153304791e-08
"AT4G30250" -8.1243435548679 -0.633415990812908 7.42891540558818e-10 9.12156153304791e-08
"AT2G33330" -1.33823628147386 5.28738069413435 7.83757141387943e-10 9.59248403879487e-08
"AT1G09540" -2.03725405288803 1.54623722177988 8.01259782223205e-10 9.7753693431231e-08
"AT5G64240" -1.35731936299312 4.88965885802819 8.04367642559703e-10 9.78203273846651e-08
"AT5G06860" -1.27807728351837 9.19567700563815 8.22015682693748e-10 9.96491773312491e-08
"AT4G12290" -1.30415842944914 6.20834071894569 8.27596516563756e-10 1.00008229688303e-07
"AT1G60260" -1.92213799283216 1.8203051603957 8.31303226365038e-10 1.0013925868131e-07
"AT5G06980" 1.63274270834079 2.69768954515068 8.35349532978922e-10 1.0031024297589e-07
"AT5G11620" -5.17923482490603 -0.421372434581717 8.46962319210119e-10 1.01385903201748e-07
"AT5G06865" -1.27575296834617 9.20094389058568 8.79602889021532e-10 1.04964112250551e-07
"AT1G77145" 1.34897950773221 4.98620245911983 8.98955666588374e-10 1.06939318019762e-07
"AT2G18060" -1.56491470381743 2.98932322138976 9.05936002638921e-10 1.07435006822267e-07
"AT3G11280" -1.44023107142607 3.79973760815433 9.51072525471769e-10 1.12438561788436e-07
"AT2G28110" -1.37125615221059 4.55699658998366 9.58767225466417e-10 1.12998411332286e-07
"AT3G62410" -1.77032907170086 2.11941275886976 1.14752328931182e-09 1.34828690232803e-07
"AT4G20070" -1.38982203261034 4.22023057610566 1.16500676341878e-09 1.36463031496655e-07
"AT3G47340" 1.31788149315871 5.37813737688483 1.29288524928884e-09 1.50572181419506e-07
"AT5G52390" 8.10351826882432 -0.623502780898128 1.29728821261765e-09 1.50572181419506e-07
"AT2G08470" -8.0814314957866 -0.672124115527709 1.29728821261765e-09 1.50572181419506e-07
"AT5G50090" -1.38336387864973 4.22017597192619 1.37907903308488e-09 1.59580339264786e-07
"AT1G19420" -5.14187878263583 -0.454749645305847 1.42754596411456e-09 1.64689638023198e-07
"AT2G41810" 2.1198841108254 1.35643282318713 1.56181864223158e-09 1.79601885502485e-07
"AT1G48600" -1.28467562142833 6.07263398636235 1.56621347803717e-09 1.79601885502485e-07
"AT1G62990" -1.68544937721736 2.33831386920129 1.6957530104707e-09 1.93874324724054e-07
"AT2G29460" -1.26619090705641 7.00768546882182 1.70926361494765e-09 1.94835642986241e-07
"AT2G30770" 4.3152750707585 -0.265752535010848 1.7265866284264e-09 1.96224514860388e-07
"AT3G26060" 1.7636543185449 2.15623332547749 1.76057108151025e-09 1.99493078096589e-07
"AT5G12030" 1.2544541910732 7.95903352410318 1.89907960766454e-09 2.14551047036326e-07
"AT2G25330" 1.57607017181106 2.83210298162104 1.90900057564928e-09 2.15035681362075e-07
"AT5G39580" 1.4647376426958 3.41521465894864 1.93817781427891e-09 2.17680170635455e-07
"AT4G33930" 1.68890161152322 2.36647496361436 1.95039407859167e-09 2.18409819017893e-07
"AT2G02820" -1.38323761578826 4.08537528964076 2.03089215167644e-09 2.26759203812622e-07
"AT1G74310" 1.24762137448141 8.57631537808697 2.11330156615871e-09 2.35272692726928e-07
"AT5G06690" -2.0465411350767 1.42352552309783 2.13750180763539e-09 2.37275127983619e-07
"AT3G49120" 1.25702737300254 7.06529582550416 2.19284418914155e-09 2.42712893352345e-07
"AT3G58350" -3.25787309466617 0.164254597874866 2.23333245174085e-09 2.46479864168139e-07
"AT5G08880" 1.77570217837489 2.09016592697189 2.29597251468108e-09 2.52662842782743e-07
"AT1G23340" 3.56986914911085 -0.0271952529198635 2.34786774805636e-09 2.57631258124368e-07
"AT3G14680" -1.31139680180256 5.01337090080731 2.38318380272646e-09 2.60757182495452e-07
"AT5G44565" -2.1250136819741 1.23864314273276 2.65896495177493e-09 2.90100673281365e-07
"AT1G71520" -1.58118612360143 2.70001300407249 2.68209648471163e-09 2.91790701895152e-07
"AT3G61060" -1.30077340155238 5.05361182823691 2.86648214616249e-09 3.10964452367502e-07
"AT1G20490" -1.57528867557731 2.68099184382556 3.26995945319142e-09 3.53729948100758e-07
"AT3G23880" -1.45472661743861 3.26296609870467 3.3718725124218e-09 3.63724078416211e-07
"AT2G28200" -1.72608699883382 2.0615462690307 3.57272002579877e-09 3.84303906775076e-07
"AT5G26270" 1.64667742827496 2.39438513716862 3.68935517939555e-09 3.9546611712514e-07
"AT3G25855" -3.60601012310087 -0.073226471532888 3.69720326333407e-09 3.9546611712514e-07
"AT5G17345" -3.09030037356821 0.228272016932115 3.74540323067087e-09 3.99502703258094e-07
"AT5G01610" -2.59842372581438 0.65912689487951 3.76159653488072e-09 4.00112326687897e-07
"AT5G09570" -1.59186815105252 2.58637784545737 3.82274349385547e-09 4.05070083534601e-07
"AT2G45850" -2.1274379322623 1.18566524985888 3.82942178169986e-09 4.05070083534601e-07
"AT4G13700" -7.99157727469559 -0.752781316279668 3.99442991690931e-09 4.21357184549997e-07
"AT2G44940" -2.7184362766614 0.529294983995588 4.03391255245595e-09 4.24349820187556e-07
"AT1G27030" -1.24517094220505 6.11911938198598 4.58409430389139e-09 4.80901717275814e-07
"AT5G06930" 2.08963853356532 1.27981186475767 4.77430987388802e-09 4.98119663508984e-07
"AT1G76100" -2.05772958261368 1.28940725591901 4.77430987388802e-09 4.98119663508984e-07
"AT4G28703" -1.71033021209825 2.04964579707984 5.07454390726543e-09 5.27034382102151e-07
"AT3G19030" -1.24731918647348 5.86176636195426 5.079051291405e-09 5.27034382102151e-07
"AT4G25410" -1.31075689633628 4.46970113962255 5.19877610630684e-09 5.37995838470008e-07
"AT2G17280" -1.60398831294736 2.44513041881641 5.3602417153286e-09 5.53205919301454e-07
"AT4G17905" -2.13005854804818 1.13066980600043 5.57187804549406e-09 5.73497938127321e-07
"AT3G52910" 3.51230073943305 -0.0766130189576761 5.82975201179121e-09 5.98427178285643e-07
"AT3G45610" -1.53774025988715 2.71095587354288 6.43187880600968e-09 6.58465748220605e-07
"AT4G13800" -2.2500979990616 0.900712763412046 6.8684847490379e-09 7.0128331183626e-07
"AT1G62085" 7.97472691738595 -0.738303137851537 7.04361305958816e-09 7.17246422115823e-07
"AT1G73010" -1.20975332941345 7.51224989409984 7.27385361578562e-09 7.37995623435813e-07
"AT2G23600" -1.77381160866583 1.8872473623378 7.28603022142412e-09 7.37995623435813e-07
"AT2G46240" 1.20818489412226 7.6705091397512 7.38133210067052e-09 7.4567076083652e-07
"AT5G40450" -1.20586615878577 7.94443721532644 7.46029566198603e-09 7.51659235220577e-07
"AT1G75500" -1.21441015699185 6.89130283477039 7.58154388729344e-09 7.61865354947861e-07
"AT1G15330" 1.36619631103072 3.71188179088204 7.85473435958508e-09 7.87246420617102e-07
"AT2G03090" 1.45045847117858 3.09417925737057 8.10167803488986e-09 8.09870883351581e-07
"AT1G21360" -2.30648632285854 0.791687205023517 8.2459724886867e-09 8.22142834080914e-07
"AT1G19960" -1.3158320543272 4.18100470582703 8.44417207754717e-09 8.39711341024001e-07
"AT2G28671" -1.49801619183623 2.79069805974189 8.55144896274238e-09 8.4817046776956e-07
"AT3G61210" -1.76499435283194 1.88054624548071 8.80870712718158e-09 8.71423032016984e-07
"AT5G00385" -1.33060600046485 3.99110945742458 9.00943899196433e-09 8.87752057935821e-07
"AT3G47950" 1.25434916130378 5.16564103682097 9.02559449174466e-09 8.87752057935821e-07
"AT5G20700" -1.27001200240982 4.81609319197221 9.04351203417573e-09 8.87752057935821e-07
"AT3G26470" -1.24029705687843 5.47093895097345 9.11877939680992e-09 8.92845410375855e-07
"AT3G25570" -2.49251141836354 0.674214782501738 9.75315488227668e-09 9.52516553285466e-07
"AT1G33700" -1.22025725649687 5.98053182151666 9.81322306224917e-09 9.55938101671038e-07
"AT3G10910" -2.1713879384914 0.97719619565141 1.01947427350849e-08 9.90576198681816e-07
"AT5G27220" -2.25975896615748 0.833435094446791 1.02990790098245e-08 9.98174190530858e-07
"AT4G08985" -1.32236382540615 4.02148867741566 1.06331084581857e-08 1.0279389356564e-06
"AT4G21650" 7.88199980369072 -0.820283861424107 1.24617769515791e-08 1.20168034008333e-06
"AT5G09460" -1.23725097794348 5.21586399979786 1.26821219871391e-08 1.21984763274785e-06
"AT1G55430" 1.36332486348928 3.52223574893672 1.2876445997861e-08 1.23298238447771e-06
"AT3G26512" -1.20975147119818 5.99430951920895 1.29074834613597e-08 1.23298238447771e-06
"AT3G18280" -1.19667137628157 6.75063910494759 1.2915543754022e-08 1.23298238447771e-06
"AT3G42800" 2.43527340042119 0.598301942073181 1.48288850116153e-08 1.41210923454749e-06
"AT3G60490" -1.32681335440016 3.77396509273756 1.69982400828484e-08 1.61466367115335e-06
"AT3G21530" -2.02936564455386 1.16340985897839 1.72024047418121e-08 1.63000254955543e-06
"AT3G57400" -1.20097577291446 5.87806907396933 1.75052346789015e-08 1.65459131546666e-06
"AT1G62500" 1.87042794587588 1.52523408747109 1.80967127746446e-08 1.70627425682119e-06
"AT1G42550" -1.75330471231723 1.78408894452778 1.83381930891531e-08 1.72478384557242e-06
"AT5G64870" 1.3674178398532 3.40469951555362 1.87457336382099e-08 1.758782763412e-06
"AT5G55090" -1.72917636128247 1.85342711844469 1.88217498696006e-08 1.76158661892296e-06
"AT5G10180" -1.22082002313478 5.26931934343196 1.91053550338392e-08 1.78375815971194e-06
"AT2G34390" -1.22633877890328 5.11070352287723 1.91606072299841e-08 1.78455353093701e-06
"AT3G14420" -1.60890855016493 2.15728850343497 1.96855467758364e-08 1.82898367197589e-06
"AT1G03130" -1.38769184045254 3.18649398839679 2.02046397623633e-08 1.87265624748933e-06
"AT1G53540" 1.1814202563199 6.63786682222402 2.04488622178846e-08 1.89070279092528e-06
"AT4G35750" -1.16427374637158 8.77883652911093 2.10745250342143e-08 1.94135645783051e-06
"AT5G07880" -1.51790326441152 2.53179417118968 2.10983850102043e-08 1.94135645783051e-06
"AT3G46230" 1.16429153324459 8.37120504046188 2.19954943085375e-08 2.01903833092743e-06
"AT1G08947" -7.89575283923841 -0.838183993979996 2.21220691621053e-08 2.02094098809606e-06
"AT1G09505" 7.83330107885964 -0.863102063533898 2.21220691621053e-08 2.02094098809606e-06
"AT1G75580" 1.38530170105358 3.21073565015298 2.42171577007906e-08 2.20705580897945e-06
"AT3G07365" 1.16099662804291 8.26224320486835 2.43559614436143e-08 2.21442081829966e-06
"AT5G01370" -1.450224539117 2.76893564745989 2.49142823361267e-08 2.25980234034996e-06
"AT1G70830" -1.31180475271919 3.74493320506392 2.52404750908649e-08 2.28396393796153e-06
"AT3G17225" -1.55055075280263 2.35182231948205 2.57810303248834e-08 2.32736270445862e-06
"AT2G27690" -1.22313063478599 4.87770356677889 2.68111836006318e-08 2.4146506060701e-06
"AT4G06595" 3.0271880644438 0.0451120996489723 2.81996007188344e-08 2.53371753658685e-06
"AT2G27830" -1.18268200080303 5.87332150167397 2.84245239919467e-08 2.54793162712788e-06
"AT1G03300" -1.71218727526674 1.81202356288005 3.11675612762793e-08 2.78727047985012e-06
"AT3G18773" -2.16482997453001 0.833004389011127 3.17116151457795e-08 2.82929844849705e-06
"AT3G02040" -1.15981986437409 7.00385528700218 3.19719766147333e-08 2.84587855247134e-06
"AT2G08660" -1.22157218469304 4.74720840613984 3.26592800582844e-08 2.90029597280383e-06
"AT5G45460" -1.70171694568328 1.8327490092281 3.32633281052351e-08 2.9470845638666e-06
"AT2G28720" -1.39445081063649 3.02153380911149 3.54303250615923e-08 3.13181109444899e-06
"AT1G62975" -7.84534310052821 -0.882845804101566 3.94049356950006e-08 3.44328804221806e-06
"AT3G20450" -7.84534310052821 -0.882845804101566 3.94049356950006e-08 3.44328804221806e-06
"AT4G30110" -7.84534310052821 -0.882845804101566 3.94049356950006e-08 3.44328804221806e-06
"AT5G56720" -7.84534310052821 -0.882845804101566 3.94049356950006e-08 3.44328804221806e-06
"AT1G07367" 7.78290090978683 -0.907238766529655 3.94049356950006e-08 3.44328804221806e-06
"AT3G28050" -1.2292066497212 4.47778957582798 4.02310046184355e-08 3.50744553050132e-06
"AT1G27140" 1.36279528301731 3.15540688910828 4.06506693699405e-08 3.53596004683496e-06
"AT5G67430" -3.23179636505131 -0.100062110715696 4.09254114149712e-08 3.55176763702748e-06
"AT1G08513" -2.08997060974251 0.913056006036374 4.42692038224879e-08 3.83325128608962e-06
"AT1G09950" 1.2824970290415 3.76299063298446 4.53410546523533e-08 3.91717989356282e-06
"AT1G65960" -1.15474992541583 6.36744058826529 4.57090002643962e-08 3.94005391443845e-06
"AT1G05770" -2.50954948543296 0.476533229085715 4.62091410469092e-08 3.97419427931819e-06
"AT5G59780" -1.37179126022668 3.09766422612115 4.74052161296868e-08 4.06790018680499e-06
"AT1G11600" 1.20500844911542 4.80175895504073 4.77022856095641e-08 4.08421407687626e-06
"AT4G15340" -3.70752970702472 -0.358293916224677 4.82185042858649e-08 4.11917629677861e-06
"AT3G22961" -1.93701266604667 1.1954191588588 4.86513483252272e-08 4.1468758641677e-06
"AT4G36950" -1.47451538371467 2.53146723783637 4.94534911826188e-08 4.20585972004339e-06
"AT4G02885" -2.10877266517643 0.860043578776061 5.08875408481166e-08 4.31820363294707e-06
"AT1G48000" -1.18399284408429 5.09036766144632 5.62183903300671e-08 4.75350640685433e-06
"AT2G46950" -1.7599179742955 1.56132305346774 5.62662990598166e-08 4.75350640685433e-06
"AT5G45380" -1.65435838236934 1.87981879371549 5.76302007070828e-08 4.85798420353348e-06
"AT2G04852" -1.48482744325951 2.42614227866722 5.88808953641053e-08 4.95247989069102e-06
"AT2G28670" -1.39576222980456 2.84203342934717 6.17476613611396e-08 5.18218944337687e-06
"AT1G33170" -2.79802157982225 0.163074007712015 6.3474245215859e-08 5.31541124520349e-06
"AT1G27670" -3.20017250267907 -0.126726488279764 6.37385145702254e-08 5.32586196362938e-06
"AT3G26510" -1.14038687882094 6.44565754450475 6.42312542554859e-08 5.35531588427945e-06
"AT1G16030" 1.1255547231588 8.01551866687588 6.44433799239754e-08 5.36129609101727e-06
"AT3G21760" -1.82934994880343 1.38522021105825 6.84995722121717e-08 5.6740231333926e-06
"AT4G09950" -1.82934994880343 1.38522021105825 6.84995722121717e-08 5.6740231333926e-06
"DA397_mgr02" 1.11892128874555 9.02833013505902 6.92839023114337e-08 5.72656946680607e-06
"AT1G68880" -7.79310800363385 -0.928924791204893 7.04324441162608e-08 5.77153071035093e-06
"AT2G01880" -7.79310800363385 -0.928924791204893 7.04324441162608e-08 5.77153071035093e-06
"AT3G51420" -7.79310800363385 -0.928924791204893 7.04324441162608e-08 5.77153071035093e-06
"AT1G26870" 7.73067608812525 -0.952777852265699 7.04324441162608e-08 5.77153071035093e-06
"AT1G47655" -1.39358097026775 2.80397055254843 7.17174890725515e-08 5.85770579730185e-06
"AT3G21755" -1.53162997867905 2.18394463560089 7.17908739626373e-08 5.85770579730185e-06
"AT4G15960" -1.68534227370953 1.73293483389146 7.26616282692922e-08 5.91611287226267e-06
"AT1G01600" 1.21152146865823 4.38274083537961 7.35868841295183e-08 5.9786994837655e-06
"AT3G26740" -1.13941501328914 5.95911676464476 8.26117928591125e-08 6.69769410216151e-06
"AT4G29690" -1.21240213334931 4.28415531579922 8.31931940620129e-08 6.73054090773734e-06
"AT1G12740" -1.11669914685838 7.7723478267494 8.3905469018861e-08 6.77381446079118e-06
"AT4G33770" -1.30185585723484 3.34351805122317 8.81738985568444e-08 7.10339343943388e-06
"AT3G56275" 1.76390069655586 1.4836298257988 9.36161424517463e-08 7.52594950665765e-06
"AT5G24030" 1.11788282772125 7.01190096033084 9.58150297351135e-08 7.68653933921228e-06
"AT1G09045" -3.16783988050398 -0.153889871732974 9.93571878671253e-08 7.95399072514476e-06
"AT4G27970" 1.17738840775605 4.75292712314375 1.00823181626364e-07 8.05446446356555e-06
"AT3G54580" -1.26101278400792 3.62668406625557 1.01616022745879e-07 8.10085479034265e-06
"AT5G28510" -1.27007457591133 3.49629979349588 1.07644097424975e-07 8.56353646722934e-06
"AT5G62680" -1.33958303740832 3.02409987405562 1.11255449256818e-07 8.8201507068595e-06
"AT1G70900" -1.26721923874085 3.51565077730186 1.11331709021795e-07 8.8201507068595e-06
"AT4G33660" 1.21999925208021 4.03820229025064 1.1923780682853e-07 9.42694594524685e-06
"AT2G38180" 1.39946255514633 2.70310568050828 1.21080063313826e-07 9.55281673078879e-06
"AT5G50790" -2.2034803403748 0.626077999140709 1.23716819384095e-07 9.74072260824957e-06
"AT5G16970" -1.10608471794734 7.12158523173757 1.25389356863623e-07 9.85209461151095e-06
"AT3G54600" -7.73891037177895 -0.976513736513698 1.26331209287897e-07 9.86520154983155e-06
"AT3G57157" -7.73891037177895 -0.976513736513698 1.26331209287897e-07 9.86520154983155e-06
"AT3G02000" 7.67648951812382 -0.999811467995385 1.26331209287897e-07 9.86520154983155e-06
"AT1G62700" -1.65520598564978 1.71044594040315 1.31010386578398e-07 1.02097196364953e-05
"AT1G25230" -1.2227984557608 3.90460014371239 1.34018365460329e-07 1.04228621251897e-05
"AT2G24270" -1.43486055136911 2.43936836909228 1.43923272206789e-07 1.11704351066838e-05
"AT4G30430" 1.28037099017024 3.34286427977757 1.45196905561176e-07 1.124642806442e-05
"AT2G01420" -1.2282297254719 3.74055877496475 1.4983402359418e-07 1.15821093622821e-05
"AT4G36220" 2.91200537605666 -0.0504090135175091 1.55473744189238e-07 1.19937785769904e-05
"AT5G52710" -1.24966877500848 3.54513176224502 1.5676773094091e-07 1.20692188986081e-05
"AT1G73260" 1.09068021193911 8.03669165706851 1.58120926634352e-07 1.21489048379464e-05
"AT2G26150" 1.09599253771226 7.1503977511048 1.61684145444413e-07 1.239085800688e-05
"AT4G30650" 3.98619977576844 -0.550227743175071 1.61918979349319e-07 1.239085800688e-05
"AT1G61660" -1.13738170899162 5.1358415098742 1.68944529031051e-07 1.29026315711594e-05
"AT3G10080" -1.21171784296158 3.91264290169928 1.70885789806646e-07 1.30248398593944e-05
"AT2G22990" -1.45789731276702 2.30233554588585 1.73653893317293e-07 1.32094573111835e-05
"AT2G39705" -1.13193903963444 5.26406153379619 1.74313116850898e-07 1.32332419086847e-05
"AT5G14570" -1.13045541473784 5.27481820523294 1.77060097882542e-07 1.34151128923467e-05
"AT2G02810" -1.14679990839166 4.81671843752879 1.87944819542803e-07 1.41948992643918e-05
"AT3G63210" -1.14148021880815 4.90985168857801 1.88095611684445e-07 1.41948992643918e-05
"AT3G14560" -1.89626628255802 1.06056049430533 1.9065417263522e-07 1.43596059886559e-05
"AT1G01010" -1.12128645052738 5.44145228947926 1.9386916893649e-07 1.45502703572149e-05
"AT5G66480" -1.23075880425446 3.64413292102781 1.93947719368941e-07 1.45502703572149e-05
"AT5G53450" 1.12530809719746 5.31065329844121 1.94613217428573e-07 1.45715692563284e-05
"AT5G48570" 1.0768360268076 9.92550162316281 1.96397412466094e-07 1.46763827640514e-05
"AT1G22500" -1.70338867618722 1.51882389760191 2.04415680067611e-07 1.52457366387926e-05
"AT2G35260" -1.39855254154902 2.52238894021393 2.1695899332241e-07 1.61317180977264e-05
"AT4G34050" -1.07384892629961 9.32761274926339 2.17139870691651e-07 1.61317180977264e-05
"AT5G37990" -7.68259695904418 -1.02571484565656 2.27396176718213e-07 1.68490528541515e-05
"AT4G03355" -1.66740068849898 1.56074015871385 2.27677978126595e-07 1.68490528541515e-05
"AT5G14760" -1.11506165188202 5.3514926585008 2.44729445978126e-07 1.8075896758454e-05
"AT2G22330" -1.15474005176459 4.49565612269833 2.46013077831676e-07 1.81356281661784e-05
"AT4G12400" 1.06844815606812 9.41799003296952 2.48022974503235e-07 1.82485651336812e-05
"AT3G42658" 1.15477160964871 4.47149466454865 2.48966214622377e-07 1.82827382145579e-05
"AT5G62165" 1.27912630771398 3.18278543582122 2.50433930174144e-07 1.83552208399805e-05
"AT1G28080" -2.39611137954155 0.385014374465563 2.7159513415088e-07 1.98680685683631e-05
"AT4G06477" 2.21102142870344 0.614897235126165 2.79525553905654e-07 2.04091066949164e-05
"AT5G54165" 1.32927052357107 2.81021335761485 2.86037980195761e-07 2.08447448697621e-05
"AT1G63530" 1.42000299734757 2.34021960652067 2.90328714685604e-07 2.11171281885419e-05
"AT5G65080" -1.29010544745543 3.02969540607076 3.01546018465207e-07 2.18884258410656e-05
"AT4G34580" -4.75336772416786 -0.795703078371433 3.02270543267371e-07 2.18884258410656e-05
"AT4G00080" -1.14066598918753 4.50954367279527 3.02652512546029e-07 2.18884258410656e-05
"AT3G21720" 1.05771106583474 12.1946335399448 3.06264571202031e-07 2.2107786230474e-05
"AT3G05630" -1.11173273555146 5.14184606593513 3.13728731375916e-07 2.25659939749372e-05
"AT4G28720" -1.28437467251004 3.06515028457975 3.13794133993916e-07 2.25659939749372e-05
"AT3G03870" -1.21833987510683 3.53012158507468 3.15464188351594e-07 2.26434501811917e-05
"AT4G01600" -1.92558606979588 0.91222879324203 3.22249366371157e-07 2.30870812462458e-05
"AT3G05015" -1.26691047134589 3.11948857378525 3.31824746735735e-07 2.37285763648891e-05
"AT2G43800" -1.09761255925577 5.46631601451716 3.33078774828421e-07 2.37737310198095e-05
"AT3G10020" 1.05651196564065 9.15110585943709 3.39377255134375e-07 2.41780967622411e-05
"AT5G05410" 1.15063809864786 4.29663229006515 3.42025798089082e-07 2.43214099177462e-05
"AT1G28765" -1.79532075661081 1.18387203051023 3.45088495886332e-07 2.44935860667574e-05
"AT4G16790" -1.28289708197503 3.01458110303617 3.59983398765969e-07 2.55033878762102e-05
"AT2G23530" -2.91080684043961 -0.127392861304063 3.6649723759387e-07 2.59167842865917e-05
"AT1G67600" -1.25525839113545 3.13895606598902 3.71650375191515e-07 2.62326085527971e-05
"AT1G69520" -1.32046909030939 2.70176044719188 3.95708056916495e-07 2.78675941075972e-05
"AT2G17500" -1.40017703837842 2.36502230122685 3.96273597664728e-07 2.78675941075972e-05
"AT5G04890" -1.53149882377303 1.89223307170789 4.06240577292997e-07 2.85159975818205e-05
"AT1G32540" -1.41569425525006 2.27192579618998 4.09430267371977e-07 2.86765125100581e-05
"AT1G51800" 7.56159985938481 -1.09877913620731 4.10780190200644e-07 2.86765125100581e-05
"AT1G53160" 7.56159985938481 -1.09877913620731 4.10780190200644e-07 2.86765125100581e-05
"AT1G76680" -1.05680165017446 7.28089515841711 4.16200908191157e-07 2.90019121901232e-05
"AT1G02640" -1.23850392857712 3.26627172668117 4.18400094160229e-07 2.91020509938115e-05
"AT1G14190" -3.93329080197386 -0.673753849912671 4.5315350211873e-07 3.14049358110814e-05
"AT3G23085" 3.90162874169671 -0.621915033761106 4.5315350211873e-07 3.14049358110814e-05
"AT5G17000" -1.07037672743451 5.94703202237628 4.59710746145231e-07 3.18016567976482e-05
"AT4G34410" -1.10830115756701 4.81982871396326 4.65778468055832e-07 3.20812059283872e-05
"AT4G38420" 1.10702777046473 4.86338060385233 4.65973172860468e-07 3.20812059283872e-05
"AT1G45201" -2.65817649652425 0.0485285180989265 4.6711230545706e-07 3.20812059283872e-05
"AT4G24120" -2.65817649652425 0.0485285180989265 4.6711230545706e-07 3.20812059283872e-05
"AT4G24050" -1.35646858669653 2.52206011234845 4.73535965535052e-07 3.24639935007567e-05
"AT5G56795" -1.28585630841058 2.90131235900129 4.79835987885118e-07 3.28369480884966e-05
"AT3G47720" -1.29082215986132 2.83776858610393 5.03900451753221e-07 3.44220798759365e-05
"AT1G18330" 1.13159522944853 4.36256247941874 5.0512062056985e-07 3.44438143162148e-05
"AT3G01345" -1.04726236828102 7.39519728465591 5.14558534010884e-07 3.50248345449904e-05
"AT3G12580" 1.03668946708525 11.6145052859028 5.19452739619408e-07 3.52950575001899e-05
"AT5G23810" -4.70295798545767 -0.839043906384659 5.2332519861606e-07 3.54950195992058e-05
"AT3G53450" -1.40915306129888 2.2307522532163 5.26901713144066e-07 3.56742354931194e-05
"AT5G06510" -1.31378330058544 2.67130648290675 5.43071961580028e-07 3.67039750883096e-05
"AT5G33434" 3.46971184489779 -0.481199443680539 5.49458059979415e-07 3.70699743434169e-05
"AT3G06019" 2.27144431556729 0.358745316260599 5.52015867174452e-07 3.71768569734103e-05
"AT1G16880" -1.23198473048804 3.14982143755818 5.84013052537327e-07 3.92625394792084e-05
"AT2G38520" 1.59573446169102 1.60781744263413 5.87602576395302e-07 3.94344323062056e-05
"AT2G31280" -1.05868632292486 6.01799531702821 5.88837046977062e-07 3.94479499576598e-05
"AT1G55740" -1.40574183037059 2.20971655126434 5.99507751948094e-07 4.00924746337827e-05
"AT1G71930" -2.03482532259077 0.656777819701191 6.04381673594396e-07 4.03477597690133e-05
"AT2G31110" -1.32934008682634 2.58844261468939 6.45212734702497e-07 4.29984179534896e-05
"AT4G11211" -1.23724163181331 3.07058819447098 6.61363079004183e-07 4.39979277610692e-05
"AT1G78490" -1.71488908233303 1.25702668251147 6.75754979444063e-07 4.4877181991393e-05
"AT1G77160" 1.46508491808075 2.02898605771229 6.84591971768663e-07 4.53851198506218e-05
"AT1G53990" -1.27440797355128 2.83763371488546 6.91326147159428e-07 4.57521321584574e-05
"AT4G38410" 1.15602500418416 3.81791223206031 6.94656492596521e-07 4.58929979693611e-05
"AT1G11530" -1.46675470844438 1.91792539948357 7.16497553547917e-07 4.72541892569616e-05
"AT4G02330" 1.10540026412699 4.46976902574565 7.31382866663648e-07 4.81527347352036e-05
"AT1G01700" -7.56291323517637 -1.12941767286318 7.44747824510112e-07 4.87803437851512e-05
"AT4G07760" 7.50053130728679 -1.15094993925872 7.44747824510112e-07 4.87803437851512e-05
"AT4G37970" 7.50053130728679 -1.15094993925872 7.44747824510112e-07 4.87803437851512e-05
"AT3G54820" -1.0541578585446 5.69815943224681 7.69694469561042e-07 5.0328001737428e-05
"AT4G04955" -1.13699490005336 3.94725849083428 7.75543423985779e-07 5.06237627150785e-05
"AT1G07640" -1.32227830700096 2.55547227499155 8.03878352664528e-07 5.23837863052008e-05
"AT1G67710" -2.01439665503241 0.64103708771095 8.26651650223538e-07 5.37760134845588e-05
"AT3G25690" -1.45199641395541 1.9307188476643 8.66042110614523e-07 5.62426599250445e-05
"AT1G18075" 4.53253797233089 -0.90636839659929 9.08175171490293e-07 5.88787387071788e-05
"AT1G77450" -1.04139274027437 5.95347225560724 9.14491354416788e-07 5.91877404402703e-05
"AT5G07000" -1.29580292853974 2.59223603615759 9.26141624126791e-07 5.98403452773361e-05
